ID,Name,Age,Gender,Income,Signup_Date,Purchase_Amount,City,Membership,Preferred_Channel,PC_Encoded
667,Charlie,,F,46145000.0,31/10/2021,0.04110965926223741,Los Angeles,Gold,2,1
561,FRANK,35.0,F,63086000.0,21/03/2021,0.019599959794954266,Chicago,P,In-Store,3
951,alice,132.0,f,61587000.0,17/12/2021,0.5901095587496231,NYC,Gold,2,1
488,alice,,male,99215000.0,26/07/2022,0.04703990350789024,NYC,Silver,Online,5
587,Charlie,,f,500000000.0,21/03/2018,0.02774148155593527,Los Angeles,P,Mobile,4
581,Charlie,,female,500000000.0,"Oct 01, 2019",0.016986631822293697,chicago,G,2,1
545,FRANK,,Male,79582000.0,30/10/2021,0.0027138405869936676,NYC,Platinum,Mobile,4
646,FRANK,28.0,F,91444000.0,09/12/2018,0.030455322142928936,NYC,Platinum,Online,5
3,Charlie,92.0,f,81599000.0,20/05/2021,0.03618454115991557,NYC,Gold,In-Store,3
816,,,Male,47979000.0,"Feb 28, 2023",0.02020303548095286,losangeles,G,In-Store,3
440,Eve,62.0,male,94475000.0,17/03/2023,0.023017388682279625,NYC,Silver,Online,5
90,FRANK,42.0,,98784000.0,18/04/2023,0.652025329178812,losangeles,S,1,0
350,alice,27.0,male,28178000.0,"May 15, 2018",0.004020504573323952,LA,Gold,Online,5
255,Eve,56.0,M,76375000.0,17/10/2018,0.020404060709619056,losangeles,S,3,2
456,alice,22.0,f,500000000.0,02/10/2020,0.010553824504975374,newyork,,2,1
138,Alice,,female,47720000.0,"Mar 27, 2018",0.4004422555030656,LA,S,Online,5
217,FRANK,88.0,M,75433000.0,02/03/2023,0.030555834757262035,newyork,Gold,Online,5
764,FRANK,123.0,f,53039000.0,07/02/2023,0.02774148155593527,New York,Gold,2,1
576,Bob,63.0,Male,50000.0,"Jul 06, 2018",0.04633631520755855,Los Angeles,S,In-Store,3
758,,,f,38577000.0,27/02/2021,0.005427681173987335,LA,Silver,3,2
997,Eve,49.0,f,55901000.0,10/08/2021,0.025329178811940897,New York,Gold,In-Store,3
493,Alice,122.0,f,30709000.0,05/10/2018,0.6091064428585787,NYC,Gold,In-Store,3
512,alice,,male,79168000.0,23/08/2019,0.034274801487586694,losangeles,P,Mobile,4
383,Eve,,F,88783000.0,12/02/2020,0.2669615036687104,Los Angeles,Silver,2,1
83,david,32.0,F,54006000.0,03/10/2020,0.005126143330988039,losangeles,Gold,In-Store,3
696,Alice,-1.0,,27044000.0,18/09/2020,0.005126143330988039,Los Angeles,Platinum,1,0
836,alice,33.0,female,76168000.0,"May 30, 2022",0.030455322142928936,LA,P,2,1
744,Charlie,60.0,Male,58915000.0,02/12/2021,0.004824605487988742,Chicago,Gold,1,0
927,,91.0,M,46031000.0,27/03/2018,0.13086742386169464,Chicago,S,Online,5
257,Charlie,,Male,74932000.0,21/09/2019,0.016886119207960598,New York,Platinum,2,1
270,david,18.0,,1000000000.0,22/02/2022,0.03618454115991557,chicago,Gold,Online,5
627,Alice,,Male,,"Apr 07, 2018",0.030455322142928936,losangeles,S,Online,5
485,Bob,139.0,female,77250000.0,22/12/2019,0.0027138405869936676,Chicago,,Online,5
125,david,40.0,,94752000.0,02/11/2021,0.39119509498442057,LA,P,3,2
428,Alice,39.0,,21301000.0,09/12/2020,0.03256608704392401,LA,Gold,Online,5
717,alice,43.0,M,,26/10/2021,0.02080611116695145,LA,S,In-Store,3
177,FRANK,34.0,F,50000.0,22/07/2018,0.7103226454920093,Chicago,G,3,2
298,,,F,95823000.0,02/01/2023,0.016182530907628907,Chicago,G,2,1
749,Charlie,118.0,male,50000.0,30/05/2018,0.035883003316916275,chicago,Silver,3,2
526,,,M,61486000.0,15/03/2021,0.035078902402251484,newyork,Silver,Mobile,4
682,david,,male,39727000.0,21/02/2020,0.0,New York,Gold,1,0
524,,103.0,female,500000000.0,2021/13/40,0.034274801487586694,NYC,Silver,Online,5
892,alice,54.0,Male,1000000000.0,"May 08, 2019",0.009347673132978188,New York,Silver,1,0
58,Alice,76.0,F,73265000.0,09/03/2020,0.030455322142928936,newyork,S,In-Store,3
856,Charlie,,Male,88248000.0,12/09/2022,0.6879083324957282,LA,Silver,In-Store,3
743,david,19.0,Male,79055000.0,18/10/2018,0.000502563071665494,New York,P,Mobile,4
389,FRANK,7.0,f,78894000.0,13/06/2019,0.04422555030656347,newyork,Silver,1,0
855,alice,,f,30000000.0,"Dec 25, 2021",0.038998894361242334,NYC,Gold,3,2
388,,48.0,f,24782000.0,"Dec 05, 2022",0.004020504573323952,newyork,Platinum,3,2
978,FRANK,,f,44596000.0,21/01/2018,0.005628706402653533,newyork,Silver,3,2
954,Charlie,,F,91576000.0,"Feb 12, 2020",0.010955874962307769,Los Angeles,S,Mobile,4
782,alice,53.0,F,98766000.0,24/01/2019,0.04663785305055784,chicago,Silver,3,2
656,FRANK,,M,48329000.0,22/01/2018,0.04100914664790431,LA,Gold,1,0
425,FRANK,65.0,f,47494000.0,21/04/2022,0.526987636948437,New York,S,Online,5
953,Eve,35.0,F,95607000.0,13/11/2021,0.030455322142928936,newyork,P,2,1
629,alice,38.0,,68530000.0,23/08/2018,0.6590612121821289,Chicago,Gold,3,2
980,david,54.0,male,22122000.0,09/06/2022,0.02251482561061413,newyork,S,Mobile,4
695,david,38.0,F,60234000.0,"Jan 04, 2021",0.0022112775153281736,New York,P,Mobile,4
291,Eve,65.0,Male,,"Feb 24, 2022",0.011056387576640868,losangeles,Gold,2,1
663,Eve,51.0,Male,85422000.0,04/01/2022,0.030455322142928936,NYC,Gold,Mobile,4
902,david,31.0,M,70000.0,"Aug 10, 2019",0.04342144939189868,chicago,,Online,5
511,Eve,148.0,Male,73790000.0,20/06/2019,0.023821489596944415,LA,,3,2
722,Eve,27.0,f,66165000.0,19/03/2020,0.18102321841391095,losangeles,Platinum,1,0
724,david,,male,,10/02/2021,0.036385566388581765,newyork,Platinum,2,1
961,alice,18.0,M,88572000.0,27/11/2020,0.7024826615740275,chicago,Silver,2,1
215,FRANK,,f,34860000.0,12/08/2018,0.14564277816866017,Los Angeles,Platinum,In-Store,3
545,alice,,f,80138000.0,03/09/2022,0.034274801487586694,losangeles,Silver,In-Store,3
175,FRANK,35.0,F,68905000.0,11/04/2022,0.002412302743994371,Los Angeles,Platinum,Online,5
523,Eve,120.0,F,92450000.0,"Jun 14, 2021",0.02020303548095286,Chicago,S,Mobile,4
478,Eve,,F,50000.0,20/10/2018,0.04925118102321841,LA,Platinum,Mobile,4
796,Bob,,Male,,26/03/2018,0.4555231681576038,newyork,Gold,3,2
411,,98.0,Male,70012000.0,"Jan 24, 2022",0.03970248266157403,Los Angeles,,In-Store,3
859,,,female,77343000.0,30/01/2018,0.010453311890642275,losangeles,Silver,In-Store,3
120,FRANK,,f,70000.0,"May 01, 2023",0.2946024726103126,chicago,Silver,3,2
862,Charlie,34.0,male,50000.0,19/12/2019,0.01427279123530003,New York,S,In-Store,3
401,Eve,122.0,f,33606000.0,12/08/2021,0.006432807317318323,New York,P,Online,5
116,Alice,38.0,F,22153000.0,"Nov 10, 2018",0.045130163835561364,LA,Silver,1,0
675,Eve,43.0,male,70000.0,07/04/2019,0.022012262538948637,NYC,,3,2
619,Bob,15.0,F,85064000.0,19/11/2019,0.02603276711227259,newyork,P,3,2
406,FRANK,146.0,,30000000.0,21/06/2020,0.5674942205246758,NYC,Platinum,1,0
921,alice,130.0,M,78209000.0,"May 17, 2021",0.0036184541159915568,newyork,,1,0
621,Eve,58.0,,,"Oct 21, 2018",0.030455322142928936,losangeles,Gold,2,1
505,alice,77.0,male,50000.0,03/11/2021,0.032164036586591616,NYC,S,Online,5
611,david,117.0,male,70000.0,30/12/2020,0.2538948638054076,NYC,P,Mobile,4
840,david,,,47770000.0,"Dec 14, 2018",0.033571213187255,Chicago,Gold,Mobile,4
745,Eve,85.0,Male,79589000.0,21/10/2018,0.04523067644989446,NYC,G,1,0
353,Eve,61.0,female,,2021/13/40,0.3864710021107649,newyork,Silver,Mobile,4
137,Charlie,29.0,Male,35007000.0,30/04/2018,0.030455322142928936,losangeles,P,1,0
515,Bob,54.0,male,81548000.0,03/09/2018,0.017790732736958487,losangeles,P,3,2
415,david,64.0,M,65955000.0,2021/13/40,0.046738365664890945,New York,Gold,Mobile,4
938,david,100.0,Male,1000000000.0,15/08/2022,0.03527992763091768,LA,,In-Store,3
962,Alice,,female,30000000.0,13/08/2021,0.660166850939793,Chicago,Silver,1,0
852,david,27.0,f,20996000.0,15/06/2021,0.0023117901296612724,NYC,Silver,Online,5
17,david,97.0,F,49351000.0,13/03/2022,0.019901497637953562,New York,Gold,3,2
346,Alice,,male,,"Jun 08, 2021",0.0017087144436626796,New York,Gold,Online,5
756,Bob,70.0,Male,55076000.0,27/07/2021,0.02090662378128455,chicago,G,2,1
109,,,f,70000.0,15/01/2023,0.030455322142928936,newyork,G,Mobile,4
806,FRANK,2.0,,74357000.0,"Dec 07, 2022",0.12091667504271786,Los Angeles,Gold,Mobile,4
520,alice,24.0,Male,50000.0,11/08/2019,0.13106844909036083,New York,S,In-Store,3
529,Bob,55.0,f,74336000.0,"Mar 06, 2020",0.02934968338526485,LA,Platinum,3,2
116,Charlie,14.0,M,22035000.0,24/01/2020,0.04844708010855362,Chicago,P,2,1
223,Alice,75.0,male,40103000.0,07/09/2019,0.030455322142928936,Chicago,Silver,3,2
455,Charlie,,F,88021000.0,20/04/2020,0.0037189667303246556,New York,Silver,Online,5
567,,55.0,M,70000.0,"Sep 14, 2018",0.030455322142928936,New York,Silver,Online,5
936,alice,19.0,male,42336000.0,11/04/2020,0.03688812946024726,NYC,G,3,2
189,alice,40.0,male,70000.0,01/08/2020,0.030455322142928936,newyork,P,1,0
278,david,,f,92841000.0,06/03/2020,0.0022112775153281736,Los Angeles,Silver,1,0
173,Eve,59.0,Male,45252000.0,30/10/2019,0.024625590511609206,newyork,G,1,0
899,FRANK,62.0,f,30000000.0,21/12/2020,0.030455322142928936,chicago,Silver,1,0
875,Eve,120.0,female,26760000.0,30/12/2021,0.03568197808825008,NYC,Platinum,3,2
984,Alice,67.0,male,70000.0,"Apr 26, 2023",0.30585988541561965,New York,Silver,1,0
916,Bob,147.0,F,71172000.0,27/01/2021,0.034073776258920496,NYC,Silver,Mobile,4
452,david,47.0,f,72837000.0,21/09/2019,0.02924917077093175,newyork,Gold,Online,5
109,Alice,76.0,Male,87800000.0,21/08/2020,0.01578048045029651,Los Angeles,G,Mobile,4
82,Charlie,,,77331000.0,"Jul 15, 2020",0.7169564780379938,newyork,,In-Store,3
31,,43.0,f,33051000.0,12/05/2023,0.001005126143330988,Chicago,G,3,2
228,Charlie,28.0,,86093000.0,"Mar 21, 2019",0.02020303548095286,NYC,S,1,0
181,Alice,,female,95619000.0,17/11/2018,0.030455322142928936,losangeles,Silver,3,2
160,,,f,54108000.0,03/06/2020,0.038998894361242334,NYC,G,1,0
308,alice,91.0,f,,18/02/2018,0.017187657050959895,newyork,Platinum,Online,5
419,Charlie,,f,62258000.0,28/09/2021,0.0004020504573323952,New York,P,In-Store,3
788,Eve,123.0,f,32223000.0,08/03/2022,0.008242034375314101,LA,Platinum,Online,5
27,Alice,44.0,Male,23360000.0,23/03/2021,0.672429389888431,losangeles,G,2,1
165,Alice,,F,21512000.0,11/10/2019,0.0037189667303246556,New York,Silver,In-Store,3
385,Eve,,f,30000000.0,21/02/2022,0.011056387576640868,chicago,G,2,1
444,Bob,62.0,M,23646000.0,"Sep 23, 2020",0.016082018293295808,Chicago,P,Online,5
182,FRANK,28.0,F,30000000.0,13/04/2022,0.006633832545984521,Chicago,P,3,2
902,Eve,6.0,Male,,31/05/2022,0.009448185747311287,losangeles,Silver,3,2
588,alice,53.0,female,94946000.0,18/01/2018,0.005427681173987335,Los Angeles,G,Mobile,4
194,alice,,Male,23314000.0,"Jul 04, 2018",0.030455322142928936,LA,Silver,1,0
895,Charlie,66.0,Male,79468000.0,01/01/2020,0.009448185747311287,LA,,2,1
10,alice,34.0,,30000000.0,16/05/2023,0.20012061513719973,Chicago,S,Online,5
661,Eve,89.0,F,44452000.0,"May 16, 2018",0.40707608804905016,New York,G,1,0
735,david,,,49065000.0,09/10/2019,0.3455623680771937,LA,Gold,3,2
648,Bob,,male,45405000.0,11/12/2021,0.040607096190571915,newyork,G,Online,5
155,FRANK,,male,,27/07/2018,0.01578048045029651,newyork,Silver,3,2
28,Charlie,28.0,M,69559000.0,08/11/2018,0.044024525077897274,chicago,G,2,1
416,alice,81.0,male,26782000.0,26/12/2020,0.003517941501658458,Chicago,Gold,Online,5
308,Eve,,male,30874000.0,05/02/2021,0.03789325560357825,Los Angeles,Gold,In-Store,3
379,Charlie,130.0,Male,23033000.0,30/07/2019,0.02934968338526485,LA,Silver,In-Store,3
382,Alice,26.0,Male,30000000.0,21/09/2021,0.03306865011558951,Chicago,Gold,In-Store,3
50,FRANK,142.0,F,34540000.0,18/07/2018,0.04311991154889939,New York,Gold,Online,5
658,Eve,134.0,Male,70000.0,20/02/2020,0.1758970750829229,NYC,Platinum,3,2
738,david,126.0,Male,34034000.0,16/12/2018,0.01256407679163735,NYC,Silver,Online,5
720,Charlie,,M,57022000.0,"Aug 03, 2022",0.03276711227259021,losangeles,Silver,1,0
971,,12.0,,43675000.0,12/04/2021,0.030455322142928936,Los Angeles,G,1,0
760,,83.0,male,30142000.0,10/02/2018,0.030455322142928936,New York,,3,2
925,FRANK,29.0,f,1000000000.0,"Mar 06, 2021",0.026233792340938786,losangeles,Silver,2,1
686,Bob,,f,71222000.0,"Jun 24, 2018",0.012463564177304251,chicago,Silver,3,2
352,,24.0,Male,84361000.0,"Oct 04, 2018",0.0077394713036486075,Los Angeles,G,1,0
422,Bob,,male,74230000.0,21/02/2023,0.004523067644989446,LA,Silver,Online,5
349,Charlie,115.0,Male,83768000.0,30/03/2023,0.02020303548095286,chicago,Silver,1,0
823,Charlie,-8.0,,50000.0,"Oct 19, 2019",0.011056387576640868,newyork,P,3,2
440,alice,,,75038000.0,28/04/2023,0.031661473514926125,LA,Gold,1,0
414,FRANK,,,61102000.0,2021/13/40,0.014473816463966227,Los Angeles,,3,2
326,david,38.0,f,70000.0,30/12/2022,0.6503166147351492,losangeles,G,1,0
161,Alice,101.0,male,43567000.0,"Jan 18, 2020",0.030455322142928936,Chicago,Gold,In-Store,3
922,Eve,,f,21329000.0,28/07/2019,0.9937682179113478,NYC,P,Mobile,4
879,,89.0,male,94356000.0,30/01/2023,0.030455322142928936,chicago,S,In-Store,3
370,david,32.0,Male,30000000.0,"May 05, 2019",0.40586993667705296,Chicago,S,In-Store,3
753,alice,45.0,F,35362000.0,"Jun 05, 2020",0.008744597446979595,newyork,Gold,In-Store,3
203,Eve,,female,65453000.0,16/03/2022,0.7968640064328073,newyork,S,In-Store,3
900,FRANK,59.0,Male,70000.0,13/11/2019,0.008543572218313398,losangeles,Silver,3,2
919,Eve,126.0,,30000000.0,13/03/2023,0.0023117901296612724,NYC,S,1,0
212,Alice,44.0,M,40760000.0,"Feb 09, 2018",0.049050155794552214,newyork,G,Online,5
718,Eve,24.0,M,,27/01/2023,0.021509699467283143,chicago,Platinum,2,1
577,FRANK,,female,35937000.0,"Mar 15, 2018",0.3945120112574128,newyork,Gold,Mobile,4
629,david,,f,99444000.0,"Nov 19, 2019",0.04543170167856066,Chicago,P,2,1
486,Alice,57.0,male,90248000.0,15/10/2022,0.02351995175394512,chicago,S,In-Store,3
980,Bob,38.0,female,87894000.0,02/12/2019,0.018192783194290883,New York,Platinum,Online,5
95,alice,21.0,male,,"Jan 12, 2022",0.030455322142928936,Chicago,Gold,In-Store,3
370,Eve,16.0,female,48351000.0,"Sep 28, 2020",0.003919991958990853,Chicago,Silver,1,0
93,Charlie,,F,35045000.0,14/02/2023,0.023720976982611316,Chicago,,3,2
12,,46.0,F,23866000.0,"Jun 23, 2018",0.011056387576640868,losangeles,Silver,2,1
989,Eve,23.0,Male,38161000.0,09/01/2023,0.30706603678761685,Chicago,Gold,3,2
904,Bob,45.0,male,30937000.0,21/09/2018,0.04663785305055784,newyork,Gold,Mobile,4
618,Eve,69.0,male,55073000.0,"Dec 29, 2018",0.011056387576640868,newyork,Gold,3,2
640,FRANK,,Male,83120000.0,17/03/2021,0.04121017187657051,LA,Platinum,2,1
319,david,-2.0,M,32054000.0,2021/13/40,0.043320936777565586,NYC,Silver,Mobile,4
360,david,23.0,M,92285000.0,"Jan 28, 2018",0.011558950648306362,chicago,Silver,1,0
848,Charlie,35.0,male,70000.0,18/06/2021,0.030455322142928936,Chicago,Silver,In-Store,3
439,alice,52.0,Male,70000.0,06/07/2021,0.00924716051864509,chicago,G,1,0
221,Charlie,54.0,F,1000000000.0,09/11/2019,0.022112775153281736,LA,G,Online,5
15,alice,,f,,26/04/2018,0.00502563071665494,LA,Platinum,Online,5
913,FRANK,88.0,M,45304000.0,08/03/2022,0.3809428083224445,chicago,G,Mobile,4
750,,33.0,Male,42670000.0,2021/13/40,0.018092270579957784,chicago,G,In-Store,3
557,alice,,F,56842000.0,10/06/2022,0.030455322142928936,NYC,P,2,1
534,david,43.0,male,33486000.0,08/01/2022,0.02683686802693738,newyork,P,Mobile,4
593,david,69.0,F,30000000.0,04/07/2021,0.9045130163835562,New York,P,In-Store,3
460,Bob,,male,41712000.0,09/02/2019,0.03527992763091768,Los Angeles,P,Online,5
391,alice,53.0,Male,83941000.0,17/01/2019,0.029048145542265553,losangeles,Silver,Online,5
858,FRANK,,f,78478000.0,16/10/2021,0.022313800381947933,New York,Silver,Online,5
281,Bob,40.0,,98162000.0,05/11/2020,0.03970248266157403,New York,Gold,3,2
300,Bob,21.0,M,61779000.0,19/06/2023,0.02583174188360639,Chicago,Platinum,In-Store,3
762,Alice,101.0,f,50000.0,04/12/2022,0.01085536234797467,NYC,,1,0
320,david,32.0,female,70000.0,10/12/2021,0.030455322142928936,LA,Gold,Mobile,4
151,Charlie,20.0,M,46177000.0,"Oct 04, 2022",0.017087144436626796,chicago,Platinum,In-Store,3
385,Charlie,68.0,Male,70000.0,12/04/2019,0.030455322142928936,LA,Platinum,2,1
904,FRANK,,Male,28423000.0,"Sep 09, 2022",0.030455322142928936,newyork,Silver,2,1
718,alice,48.0,male,500000000.0,"Nov 03, 2020",0.037491205146245855,newyork,P,2,1
836,Bob,41.0,F,87024000.0,"May 29, 2019",0.6148356618755654,Los Angeles,Gold,3,2
928,david,28.0,M,96922000.0,22/12/2020,0.8632023318926525,losangeles,P,In-Store,3
559,alice,148.0,,58466000.0,"Jun 06, 2023",0.011056387576640868,LA,Gold,In-Store,3
346,Bob,66.0,female,30000000.0,27/11/2018,0.019599959794954266,Los Angeles,Silver,3,2
791,alice,,F,,"Oct 08, 2020",0.030455322142928936,LA,,3,2
228,Alice,27.0,Male,72206000.0,04/05/2018,0.030455322142928936,New York,S,Online,5
121,alice,26.0,f,35027000.0,2021/13/40,0.036385566388581765,LA,Gold,In-Store,3
365,Charlie,,female,62294000.0,05/03/2022,0.03859684390390994,Chicago,Silver,In-Store,3
849,,78.0,,44368000.0,"Apr 29, 2022",0.04714041612222334,Chicago,Platinum,Mobile,4
975,alice,64.0,,52154000.0,25/05/2021,0.024625590511609206,newyork,Gold,1,0
961,Alice,86.0,female,48204000.0,"Jan 29, 2022",0.030455322142928936,NYC,S,Mobile,4
735,alice,24.0,male,70000.0,01/03/2022,0.45512111770027136,newyork,S,2,1
815,Eve,,M,39010000.0,07/09/2019,0.028143532013267664,NYC,G,3,2
569,Alice,133.0,Male,36030000.0,06/03/2022,0.03125942305759373,losangeles,,3,2
32,,52.0,female,61758000.0,16/12/2018,0.026133279726605688,Chicago,Silver,2,1
874,Eve,,M,63105000.0,19/04/2020,0.8892350990049251,LA,G,1,0
282,Alice,,f,80997000.0,27/10/2019,0.04131068449090361,losangeles,Silver,1,0
802,david,,f,70000.0,16/01/2023,0.030455322142928936,newyork,Gold,2,1
613,Bob,53.0,F,93615000.0,18/10/2018,0.016986631822293697,losangeles,Gold,In-Store,3
516,Alice,29.0,f,70540000.0,20/02/2018,0.04452708814956277,LA,P,In-Store,3
51,,,,98879000.0,21/02/2020,0.033772238415921196,newyork,Silver,1,0
79,FRANK,41.0,f,89109000.0,29/01/2018,0.026434817569604984,New York,Gold,2,1
896,Bob,119.0,male,33489000.0,17/09/2021,0.008644084832646497,Chicago,G,3,2
211,Alice,64.0,M,,22/04/2023,0.011056387576640868,LA,P,Mobile,4
703,Bob,,male,99679000.0,03/02/2018,0.0027138405869936676,LA,Silver,Online,5
872,alice,,f,50000.0,"Jul 09, 2019",0.02834455724193386,NYC,Gold,1,0
597,Alice,127.0,,30000000.0,15/10/2020,0.03156096090059302,NYC,Platinum,3,2
522,Eve,,f,77043000.0,"Aug 27, 2022",0.02754045632726907,NYC,P,2,1
790,,49.0,M,61958000.0,23/09/2020,0.032164036586591616,chicago,S,In-Store,3
54,Charlie,62.0,,45837000.0,25/04/2023,0.006935370388983817,Los Angeles,,3,2
773,Charlie,44.0,f,84740000.0,25/09/2021,0.3555131168961705,NYC,G,1,0
177,,,F,500000000.0,06/08/2018,0.012966127248969745,newyork,Platinum,1,0
808,FRANK,22.0,Male,75212000.0,16/12/2021,0.01427279123530003,chicago,P,Mobile,4
912,,29.0,M,36265000.0,17/10/2018,0.0250276409689416,Los Angeles,Platinum,2,1
244,alice,24.0,Male,500000000.0,09/10/2020,0.0336717258015881,New York,G,Online,5
367,,,female,70000.0,"Jan 27, 2018",0.03759171776057895,Chicago,S,Mobile,4
781,,,female,70000.0,"Nov 25, 2019",0.047542466579555735,Los Angeles,Gold,In-Store,3
855,Bob,,F,95551000.0,28/05/2020,0.030455322142928936,LA,Platinum,2,1
967,Charlie,141.0,F,57360000.0,"Dec 20, 2020",0.0033169162729922604,Los Angeles,G,In-Store,3
113,FRANK,21.0,female,95465000.0,04/02/2020,0.049050155794552214,losangeles,Gold,Online,5
986,Bob,56.0,f,80525000.0,11/06/2023,0.029651221228264146,LA,Gold,Online,5
662,Charlie,31.0,f,37178000.0,"Jul 04, 2020",0.42265554327068044,newyork,Silver,Online,5
63,,5.0,male,24850000.0,"Mar 05, 2019",0.03457633933058599,NYC,Platinum,Mobile,4
846,Charlie,96.0,female,,"Feb 07, 2023",0.03779274298924515,LA,Silver,3,2
283,david,,female,,21/01/2023,0.12091667504271786,Chicago,,Online,5
830,Alice,35.0,f,64222000.0,"Feb 10, 2021",0.0018092270579957784,New York,S,1,0
878,Alice,8.0,Male,50000.0,10/11/2019,0.44175293999396925,Chicago,Platinum,Mobile,4
779,Eve,,male,81589000.0,"Jun 01, 2023",0.01417227862096693,Chicago,Silver,In-Store,3
239,alice,,Male,74405000.0,18/03/2021,0.011257412805307065,LA,Platinum,3,2
424,,126.0,female,56002000.0,02/06/2021,0.006633832545984521,New York,Gold,1,0
533,,,,65327000.0,26/05/2019,0.030455322142928936,losangeles,Silver,1,0
755,david,,Male,30455000.0,29/12/2022,0.04372298723489798,NYC,P,Mobile,4
174,david,,M,,09/12/2022,0.03578249070258317,NYC,Silver,In-Store,3
129,alice,132.0,male,84725000.0,"Oct 31, 2018",0.012463564177304251,New York,S,1,0
650,FRANK,,f,50000.0,02/10/2020,0.03688812946024726,newyork,P,1,0
337,Charlie,,F,59117000.0,"Dec 30, 2022",0.0021107649009950748,NYC,Silver,In-Store,3
998,Eve,47.0,,1000000000.0,08/03/2020,0.02583174188360639,newyork,Gold,Mobile,4
819,david,,male,50000.0,20/07/2019,0.021409186852950044,losangeles,,Online,5
789,Bob,119.0,female,33466000.0,12/05/2022,0.04553221429289376,LA,Silver,In-Store,3
566,Alice,,Male,49362000.0,03/04/2019,0.02090662378128455,Los Angeles,P,1,0
690,,103.0,Male,21362000.0,17/08/2022,0.020303548095285957,LA,,In-Store,3
126,Alice,130.0,male,33780000.0,"May 24, 2022",0.0001005126143330988,NYC,Silver,Mobile,4
591,david,,M,77105000.0,"Sep 19, 2020",0.19408985827721378,newyork,Gold,Mobile,4
838,david,,F,42307000.0,03/01/2021,0.03678761684591416,Los Angeles,Silver,Mobile,4
185,Bob,,M,45055000.0,15/08/2021,0.47954568298321437,New York,,In-Store,3
63,Bob,,male,90458000.0,08/05/2021,0.030455322142928936,NYC,Platinum,In-Store,3
707,Alice,55.0,male,26880000.0,05/05/2018,0.030455322142928936,Chicago,Gold,1,0
568,alice,104.0,F,25646000.0,"Oct 29, 2020",0.046436827821891645,New York,S,Mobile,4
377,Alice,-2.0,male,26291000.0,10/02/2020,0.25751331792139914,LA,S,3,2
738,david,,f,29835000.0,13/10/2022,0.9842195195497034,Chicago,Gold,1,0
372,Alice,26.0,Male,63165000.0,23/02/2019,0.0067343451603176195,New York,Silver,Mobile,4
242,,37.0,male,70000.0,01/03/2018,0.03517941501658458,Los Angeles,Silver,1,0
712,alice,,f,42326000.0,10/08/2020,0.0334707005729219,chicago,G,2,1
743,david,,female,96474000.0,22/02/2020,0.030756859985928232,newyork,Platinum,1,0
421,david,,F,500000000.0,"Apr 03, 2022",0.021308674238616945,NYC,Platinum,1,0
682,Alice,54.0,f,61855000.0,15/07/2019,0.22132877676148358,Chicago,Silver,Mobile,4
34,Charlie,107.0,M,96563000.0,17/12/2021,0.030455322142928936,New York,Silver,2,1
287,Eve,25.0,male,78560000.0,16/04/2021,0.04442657553522967,New York,G,1,0
992,david,41.0,M,50000.0,04/02/2018,0.1667504271786109,Los Angeles,G,2,1
823,FRANK,55.0,M,,31/10/2019,0.029952759071263442,newyork,Silver,Mobile,4
102,FRANK,136.0,f,,08/10/2019,0.030455322142928936,New York,Silver,2,1
275,david,,,95744000.0,11/07/2021,0.006131269474319027,Los Angeles,Platinum,1,0
934,Eve,73.0,,70000.0,21/03/2020,0.013468690320635239,NYC,Gold,In-Store,3
901,Charlie,,Male,1000000000.0,09/09/2022,0.043320936777565586,chicago,G,In-Store,3
157,david,62.0,female,83269000.0,26/10/2019,0.030455322142928936,New York,Gold,Mobile,4
97,,56.0,,32032000.0,25/04/2018,0.003417428887325359,NYC,G,2,1
465,Eve,137.0,F,58828000.0,14/03/2023,0.7369584882902804,NYC,,Mobile,4
89,Eve,4.0,f,66269000.0,29/07/2018,0.0083425469896472,LA,,3,2
708,Alice,101.0,,,27/04/2019,0.02914865815659865,New York,Gold,Mobile,4
551,Charlie,,M,46986000.0,"Jun 15, 2023",0.04121017187657051,New York,Gold,Online,5
754,,59.0,,29849000.0,"Apr 25, 2020",0.04824605487988742,Los Angeles,S,Online,5
659,alice,58.0,Male,500000000.0,05/10/2020,0.021509699467283143,LA,Silver,Mobile,4
907,Alice,37.0,male,21720000.0,10/12/2020,0.011056387576640868,chicago,,1,0
876,FRANK,,,50000.0,21/03/2020,0.030455322142928936,NYC,S,3,2
985,,,f,1000000000.0,03/07/2018,0.018795858880289475,Los Angeles,Silver,In-Store,3
39,FRANK,62.0,M,83916000.0,"Aug 25, 2018",0.028646095084933158,NYC,Silver,Mobile,4
47,,90.0,M,64623000.0,26/04/2018,0.04322042416323248,chicago,Gold,Online,5
399,,,male,97401000.0,23/09/2022,0.04322042416323248,NYC,Gold,1,0
616,Charlie,50.0,male,,28/03/2018,0.023620464368278218,chicago,Gold,2,1
934,Eve,64.0,female,,30/04/2023,0.019700472409287365,Chicago,G,In-Store,3
841,,23.0,Male,60871000.0,"Oct 09, 2018",0.03598351593124937,New York,P,2,1
476,Charlie,,f,70000.0,2021/13/40,0.04784400442255503,NYC,Platinum,1,0
707,alice,,male,86127000.0,"Apr 17, 2022",0.004322042416323248,Chicago,G,Mobile,4
227,david,43.0,,37047000.0,03/10/2021,0.9428083224444668,newyork,G,1,0
192,david,118.0,f,67663000.0,24/03/2018,0.018594833651623278,losangeles,Silver,2,1
