ID,Name,Age,Gender,Income,Signup_Date,Purchase_Amount,City,Membership,Preferred_Channel
181,Alice,,female,95619,17/11/2018,€100,losangeles,Silver,3
160,,,f,54108,03/06/2020,398,NYC,G,1
308,alice,91,f,,18/02/2018,181,newyork,Platinum,Online
419,Charlie,,f,62258,28/09/2021,14,New York,P,In-Store
788,Eve,123,f,32223,08/03/2022,92,LA,Platinum,Online
27,Alice,44,Male,23360,23/03/2021,6700,losangeles,G,2
165,Alice,,F,21512,11/10/2019,47,New York,SILVER,In-Store
385,Eve,,f,"30,000",21/02/2022,$120,chicago,G,2
444,Bob,62,M,23646,"Sep 23, 2020",170,Chicago,P,Online
182,FRANK,28,F,"30,000",13/04/2022,76,Chicago,P,3
902,Eve,6,Male,,31/05/2022,104,losangeles,Silver,3
588,alice,53,female,94946,18/01/2018,64,Los Angeles,G,Mobile
194,alice,,Male,23314,"Jul 04, 2018",£90,LA,Silver,1
895,Charlie,66,Male,79468,01/01/2020,104,LA,,2
10,alice,34,,"30,000",16/05/2023,2001,Chicago,S,Online
661,Eve,89,F,44452,"May 16, 2018",4060,New York,G,1
735,david,,,49065,09/10/2019,3448,LA,Gold,3
648,Bob,,male,45405,11/12/2021,414,newyork,G,Online
155,FRANK,,male,,27/07/2018,167,newyork,Silver,3
28,Charlie,28,M,69559,08/11/2018,448,chicago,G,2
416,alice,81,male,26782,26/12/2020,45,Chicago,Gold,Online
308,Eve,,male,30874,05/02/2021,387,Los Angeles,gold,In-Store
379,Charlie,130,Male,23033,30/07/2019,302,LA,SILVER,In-Store
382,Alice,26,Male,"30,000",21/09/2021,339,Chicago,Gold,In-Store
50,FRANK,142,F,34540,18/07/2018,439,New York,gold,Online
658,Eve,134,Male,-10000,20/02/2020,1760,NYC,Platinum,3
738,david,126,Male,34034,16/12/2018,135,NYC,Silver,Online
720,Charlie,,M,57022,"Aug 03, 2022",336,losangeles,Silver,1
971,,12,,43675,12/04/2021,,Los Angeles,G,1
760,,83,male,30142,10/02/2018,,New York,,3
925,FRANK,29,f,1000000,"Mar 06, 2021",271,losangeles,SILVER,2
686,Bob,,f,71222,"Jun 24, 2018",134,chicago,SILVER,3
352,,24,Male,84361,"Oct 04, 2018",87,Los Angeles,G,1
422,Bob,,male,74230,21/02/2023,55,LA,Silver,Online
349,Charlie,115,Male,83768,30/03/2023,211,chicago,SILVER,1
823,Charlie,-8,,50k,"Oct 19, 2019",$120,newyork,P,3
440,alice,,,75038,28/04/2023,325,LA,gold,1
414,FRANK,,,61102,2021-13-40,154,Los Angeles,,3
326,david,38,f,70K,30/12/2022,6480,losangeles,G,1
161,Alice,101,male,43567,"Jan 18, 2020",€100,Chicago,Gold,In-Store
922,Eve,,f,21329,28/07/2019,9897,NYC,P,Mobile
879,,89,male,94356,30/01/2023,€100,chicago,S,In-Store
370,david,32,Male,"30,000","May 05, 2019",4048,Chicago,S,In-Store
753,alice,45,F,35362,"Jun 05, 2020",97,newyork,gold,In-Store
203,Eve,,female,65453,16/03/2022,7938,newyork,S,In-Store
900,FRANK,59,Male,-10000,13/11/2019,95,losangeles,SILVER,3
919,Eve,126,,"30,000",13/03/2023,33,NYC,S,1
212,Alice,44,M,40760,"Feb 09, 2018",498,newyork,G,Online
718,Eve,24,M,,27/01/2023,224,chicago,Platinum,2
577,FRANK,,female,35937,"Mar 15, 2018",3935,newyork,Gold,Mobile
629,david,,f,99444,"Nov 19, 2019",462,Chicago,P,2
486,Alice,57,male,90248,15/10/2022,244,chicago,S,In-Store
980,Bob,38,female,87894,02/12/2019,191,New York,Platinum,Online
95,alice,21,male,,"Jan 12, 2022",,Chicago,gold,In-Store
370,Eve,16,female,48351,"Sep 28, 2020",49,Chicago,Silver,1
93,Charlie,,F,35045,14/02/2023,246,Chicago,,3
12,,46,F,23866,"Jun 23, 2018",$120,losangeles,Silver,2
989,Eve,23,Male,38161,09/01/2023,3065,Chicago,gold,3
904,Bob,45,male,30937,21/09/2018,474,newyork,Gold,Mobile
618,Eve,69,male,55073,"Dec 29, 2018",$120,newyork,Gold,3
640,FRANK,,Male,83120,17/03/2021,420,LA,Platinum,2
319,david,-2,M,32054,2021-13-40,441,NYC,SILVER,Mobile
360,david,23,M,92285,"Jan 28, 2018",125,chicago,Silver,1
848,Charlie,35,male,70K,18/06/2021,,Chicago,Silver,In-Store
439,alice,52,Male,-10000,06/07/2021,102,chicago,G,1
221,Charlie,54,F,1000000,09/11/2019,230,LA,G,Online
15,alice,,f,,26/04/2018,60,LA,Platinum,Online
913,FRANK,88,M,45304,08/03/2022,3800,chicago,G,Mobile
750,,33,Male,42670,2021-13-40,190,chicago,G,In-Store
557,alice,,F,56842,10/06/2022,,NYC,P,2
534,david,43,male,33486,08/01/2022,277,newyork,P,Mobile
593,david,69,F,"30,000",04/07/2021,9009,New York,P,In-Store
460,Bob,,male,41712,09/02/2019,361,Los Angeles,P,Online
391,alice,53,Male,83941,17/01/2019,299,losangeles,Silver,Online
858,FRANK,,f,78478,16/10/2021,232,New York,Silver,Online
281,Bob,40,,98162,05/11/2020,405,New York,gold,3
300,Bob,21,M,61779,19/06/2023,267,Chicago,Platinum,In-Store
762,Alice,101,f,50k,04/12/2022,118,NYC,,1
320,david,32,female,70K,10/12/2021,,LA,Gold,Mobile
151,Charlie,20,M,46177,"Oct 04, 2022",180,chicago,Platinum,In-Store
385,Charlie,68,Male,70K,12/04/2019,,LA,Platinum,2
904,FRANK,,Male,28423,"Sep 09, 2022",,newyork,SILVER,2
718,alice,48,male,500000,"Nov 03, 2020",383,newyork,P,2
836,Bob,41,F,87024,"May 29, 2019",6127,Los Angeles,Gold,3
928,david,28,M,96922,22/12/2020,8598,losangeles,P,In-Store
559,alice,148,,58466,"Jun 06, 2023",$120,LA,Gold,In-Store
346,Bob,66,female,"30,000",27/11/2018,205,Los Angeles,Silver,3
791,alice,,F,,"Oct 08, 2020",,LA,,3
228,Alice,27,Male,72206,04/05/2018,,New York,S,Online
121,alice,26,f,35027,2021-13-40,372,LA,Gold,In-Store
365,Charlie,,female,62294,05/03/2022,394,Chicago,Silver,In-Store
849,,78,,44368,"Apr 29, 2022",479,Chicago,Platinum,Mobile
975,alice,64,,52154,25/05/2021,255,newyork,Gold,1
961,Alice,86,female,48204,"Jan 29, 2022",,NYC,S,Mobile
735,alice,24,male,70K,01/03/2022,4538,newyork,S,2
815,Eve,,M,39010,07/09/2019,290,NYC,G,3
569,Alice,133,Male,36030,06/03/2022,321,losangeles,,3
32,,52,female,61758,16/12/2018,270,Chicago,SILVER,2
874,Eve,,M,63105,19/04/2020,8857,LA,G,1
282,Alice,,f,80997,27/10/2019,421,losangeles,SILVER,1
802,david,,f,70K,16/01/2023,,newyork,gold,2
613,Bob,53,F,93615,18/10/2018,179,losangeles,Gold,In-Store
516,Alice,29,f,70540,20/02/2018,453,LA,P,In-Store
51,,,,98879,21/02/2020,346,newyork,SILVER,1
79,FRANK,41,f,89109,29/01/2018,273,New York,Gold,2
896,Bob,119,male,33489,17/09/2021,96,Chicago,G,3
211,Alice,64,M,,22/04/2023,$120,LA,P,Mobile
703,Bob,,male,99679,03/02/2018,37,LA,SILVER,Online
872,alice,,f,50k,"Jul 09, 2019",292,NYC,Gold,1
597,Alice,127,,"30,000",15/10/2020,324,NYC,Platinum,3
522,Eve,,f,77043,"Aug 27, 2022",284,NYC,P,2
790,,49,M,61958,23/09/2020,330,chicago,S,In-Store
54,Charlie,62,,45837,25/04/2023,79,Los Angeles,,3
773,Charlie,44,f,84740,25/09/2021,3547,NYC,G,1
177,,,F,500000,06/08/2018,139,newyork,Platinum,1
808,FRANK,22,Male,75212,16/12/2021,152,chicago,P,Mobile
912,,29,M,36265,17/10/2018,259,Los Angeles,Platinum,2
244,alice,24,Male,500000,09/10/2020,345,New York,G,Online
367,,,female,70K,"Jan 27, 2018",384,Chicago,S,Mobile
781,,,female,70K,"Nov 25, 2019",483,Los Angeles,Gold,In-Store
855,Bob,,F,95551,28/05/2020,,LA,Platinum,2
967,Charlie,141,F,57360,"Dec 20, 2020",43,Los Angeles,G,In-Store
113,FRANK,21,female,95465,04/02/2020,498,losangeles,Gold,Online
986,Bob,56,f,80525,11/06/2023,305,LA,Gold,Online
662,Charlie,31,f,37178,"Jul 04, 2020",4215,newyork,Silver,Online
63,,5,male,24850,"Mar 05, 2019",354,NYC,Platinum,Mobile
846,Charlie,96,female,,"Feb 07, 2023",386,LA,Silver,3
283,david,,female,,21/01/2023,1213,Chicago,,Online
830,Alice,35,f,64222,"Feb 10, 2021",28,New York,S,1
878,Alice,8,Male,50k,10/11/2019,4405,Chicago,Platinum,Mobile
779,Eve,,male,81589,"Jun 01, 2023",151,Chicago,SILVER,In-Store
239,alice,,Male,74405,18/03/2021,122,LA,Platinum,3
424,,126,female,56002,02/06/2021,76,New York,gold,1
533,,,,65327,26/05/2019,€100,losangeles,SILVER,1
755,david,,Male,30455,29/12/2022,445,NYC,P,Mobile
174,david,,M,,09/12/2022,366,NYC,SILVER,In-Store
129,alice,132,male,84725,"Oct 31, 2018",134,New York,S,1
650,FRANK,,f,50k,02/10/2020,377,newyork,P,1
337,Charlie,,F,59117,"Dec 30, 2022",31,NYC,Silver,In-Store
998,Eve,47,,1000000,08/03/2020,267,newyork,gold,Mobile
819,david,,male,50k,20/07/2019,223,losangeles,,Online
789,Bob,119,female,33466,12/05/2022,463,LA,Silver,In-Store
566,Alice,,Male,49362,03/04/2019,218,Los Angeles,P,1
690,,103,Male,21362,17/08/2022,212,LA,,In-Store
126,Alice,130,male,33780,"May 24, 2022",11,NYC,SILVER,Mobile
591,david,,M,77105,"Sep 19, 2020",1941,newyork,gold,Mobile
838,david,,F,42307,03/01/2021,376,Los Angeles,SILVER,Mobile
185,Bob,,M,45055,15/08/2021,4781,New York,,In-Store
63,Bob,,male,90458,08/05/2021,€100,NYC,Platinum,In-Store
707,Alice,55,male,26880,05/05/2018,€100,Chicago,Gold,1
568,alice,104,F,25646,"Oct 29, 2020",472,New York,S,Mobile
377,Alice,-2,male,26291,10/02/2020,2572,LA,S,3
738,david,,f,29835,13/10/2022,9802,Chicago,Gold,1
372,Alice,26,Male,63165,23/02/2019,77,New York,SILVER,Mobile
242,,37,male,70K,01/03/2018,360,Los Angeles,Silver,1
712,alice,,f,42326,10/08/2020,343,chicago,G,2
743,david,,female,96474,22/02/2020,316,newyork,Platinum,1
421,david,,F,500000,"Apr 03, 2022",222,NYC,Platinum,1
682,Alice,54,f,61855,15/07/2019,2212,Chicago,SILVER,Mobile
34,Charlie,107,M,96563,17/12/2021,€100,New York,Silver,2
287,Eve,25,male,78560,16/04/2021,452,New York,G,1
992,david,41,M,50k,04/02/2018,1669,Los Angeles,G,2
823,FRANK,55,M,,31/10/2019,308,newyork,Silver,Mobile
102,FRANK,136,f,,08/10/2019,,New York,SILVER,2
275,david,,,95744,11/07/2021,71,Los Angeles,Platinum,1
934,Eve,73,,-10000,21/03/2020,144,NYC,gold,In-Store
901,Charlie,,Male,1000000,09/09/2022,441,chicago,G,In-Store
157,david,62,female,83269,26/10/2019,,New York,gold,Mobile
97,,56,,32032,25/04/2018,44,NYC,G,2
465,Eve,137,F,58828,14/03/2023,7342,NYC,,Mobile
89,Eve,4,f,66269,29/07/2018,93,LA,,3
708,Alice,101,,,27/04/2019,300,New York,gold,Mobile
551,Charlie,,M,46986,"Jun 15, 2023",420,New York,gold,Online
754,,59,,29849,"Apr 25, 2020",490,Los Angeles,S,Online
659,alice,58,Male,500000,05/10/2020,224,LA,SILVER,Mobile
907,Alice,37,male,21720,10/12/2020,$120,chicago,,1
876,FRANK,,,50k,21/03/2020,,NYC,S,3
985,,,f,1000000,03/07/2018,197,Los Angeles,Silver,In-Store
39,FRANK,62,M,83916,"Aug 25, 2018",295,NYC,SILVER,Mobile
47,,90,M,64623,26/04/2018,440,chicago,Gold,Online
399,,,male,97401,23/09/2022,440,NYC,Gold,1
616,Charlie,50,male,,28/03/2018,245,chicago,gold,2
934,Eve,64,female,,30/04/2023,206,Chicago,G,In-Store
841,,23,Male,60871,"Oct 09, 2018",368,New York,P,2
476,Charlie,,f,-10000,2021-13-40,486,NYC,Platinum,1
707,alice,,male,86127,"Apr 17, 2022",53,Chicago,G,Mobile
227,david,43,,37047,03/10/2021,9390,newyork,G,1
192,david,118,f,67663,24/03/2018,195,losangeles,Silver,2
575,Eve,67,f,79301,04/03/2019,40,New York,,Mobile
74,Charlie,48,f,"30,000","Jan 15, 2018",307,LA,SILVER,Online
483,alice,,male,72455,"Apr 06, 2021",408,NYC,P,In-Store
805,Alice,,female,28996,25/08/2022,163,LA,SILVER,3
677,,57,,75455,08/11/2018,1592,chicago,G,Online
599,,8,F,60258,"Mar 05, 2022",€100,losangeles,G,1
685,Charlie,100,female,"30,000",06/02/2020,110,losangeles,S,In-Store
78,,61,M,39305,"Feb 17, 2019",6016,New York,Platinum,1
570,david,95,male,500000,"Nov 01, 2019",4089,NYC,P,1
442,Eve,41,F,51531,"Aug 25, 2021",300,NYC,,3
916,david,,f,80404,01/07/2020,186,Los Angeles,P,1
127,FRANK,-4,Male,54964,19/08/2018,164,chicago,gold,In-Store
152,Bob,,Male,82421,07/08/2018,7175,losangeles,,2
19,alice,,,"30,000","Mar 13, 2021",242,Los Angeles,,In-Store
870,FRANK,27,F,1000000,12/10/2021,76,losangeles,,3
405,Bob,70,Male,35509,"Aug 02, 2022",207,newyork,G,Mobile
1000,david,61,male,,22/04/2018,232,NYC,G,3
761,Alice,66,Male,66455,"Dec 17, 2022",55,New York,Silver,Online
898,Eve,65,f,47795,2021-13-40,85,chicago,P,2
924,,27,male,72026,26/08/2022,120,newyork,,1
232,Alice,,male,,27/02/2019,350,chicago,,2
145,Bob,18,male,86574,"Mar 06, 2020",480,New York,P,In-Store
78,david,46,Male,26967,11/03/2020,491,chicago,Gold,Mobile
987,david,,male,1000000,"Sep 10, 2020",6252,newyork,S,3
9,alice,52,female,32820,28/09/2021,354,chicago,,Mobile
772,david,123,female,70137,08/08/2018,61,New York,SILVER,In-Store
401,FRANK,,,45419,22/06/2021,9432,Los Angeles,gold,Online
761,Eve,,,44831,"Apr 24, 2023",,chicago,Platinum,In-Store
264,Alice,-6,male,43153,14/09/2019,1643,NYC,,2
169,david,55,male,70K,09/03/2021,,Chicago,Gold,Online
969,david,34,female,,24/01/2020,£90,NYC,Platinum,Mobile
514,Bob,,Male,70K,12/06/2023,2607,Chicago,gold,1
729,alice,57,F,,03/02/2020,7677,New York,Silver,3
375,david,47,f,34311,31/08/2021,337,NYC,SILVER,Mobile
405,david,,F,50k,13/03/2018,380,chicago,S,Online
867,,60,M,50k,23/06/2019,474,newyork,Platinum,In-Store
90,david,,male,48780,23/12/2022,346,newyork,SILVER,In-Store
928,FRANK,49,f,26964,27/07/2021,7230,Los Angeles,P,In-Store
271,Eve,15,male,95396,24/03/2023,122,Chicago,,Mobile
888,,,male,51295,19/08/2018,296,LA,SILVER,1
804,alice,23,F,89747,"Jul 21, 2020",422,chicago,Platinum,1
749,FRANK,,male,56105,10/12/2021,464,chicago,Gold,2
885,Eve,63,female,73026,17/11/2021,378,NYC,S,3
374,Eve,125,male,71496,25/03/2020,494,Los Angeles,,3
990,FRANK,115,M,48821,15/10/2020,$120,chicago,Platinum,3
35,alice,65,M,84903,24/04/2020,351,losangeles,P,3
541,alice,80,female,42417,27/03/2021,196,Los Angeles,SILVER,3
468,Bob,58,F,65564,"May 19, 2023",,New York,Platinum,Online
952,alice,50,f,70K,12/01/2022,125,chicago,Silver,Mobile
395,FRANK,55,male,70K,02/07/2019,143,Chicago,,Mobile
100,david,,M,32352,27/05/2023,496,NYC,Silver,1
877,FRANK,35,,85960,06/07/2020,424,New York,Gold,3
985,FRANK,,,70K,01/04/2018,49,newyork,P,2
721,,,F,51276,10/12/2021,371,LA,G,1
583,Alice,,Male,61302,05/01/2022,444,New York,Silver,In-Store
195,david,,M,50k,"Jul 01, 2018",9667,losangeles,Platinum,Mobile
652,Charlie,32,F,44555,25/08/2020,€100,losangeles,gold,Online
831,Alice,29,F,79666,"Jan 21, 2023",201,chicago,Gold,2
159,Eve,144,male,21669,12/01/2021,199,New York,,Mobile
622,,46,F,70K,"Aug 02, 2021",£90,New York,Gold,3
236,Eve,,F,63785,03/04/2021,479,newyork,G,3
294,Charlie,52,F,43267,"Dec 13, 2019",5400,LA,Platinum,Online
54,david,37,female,30089,09/10/2021,€100,LA,gold,1
621,FRANK,,female,21275,"Apr 15, 2020",€100,Los Angeles,Platinum,Online
860,david,30,f,70K,"Jun 27, 2018",5395,newyork,Platinum,In-Store
306,,,F,-10000,"Nov 13, 2019",6496,Los Angeles,G,In-Store
9,david,64,,84003,12/07/2020,194,Chicago,Gold,3
282,alice,,male,81940,05/12/2019,233,newyork,gold,2
406,FRANK,71,,25921,11/01/2021,298,newyork,Platinum,2
675,Eve,67,,94352,20/03/2021,€100,NYC,S,In-Store
23,alice,65,F,70K,11/06/2022,207,Chicago,S,Online
734,alice,67,Male,88848,22/03/2020,9237,New York,S,Mobile
896,alice,26,,,09/12/2022,423,Chicago,P,1
589,Charlie,,F,39212,19/01/2021,230,Chicago,,2
625,FRANK,,F,33106,24/03/2021,473,losangeles,Platinum,3
746,Charlie,,,63997,01/02/2021,74,chicago,SILVER,In-Store
246,Charlie,,Male,1000000,"Nov 01, 2021",100,LA,S,In-Store
766,alice,19,,91527,"Oct 29, 2019",156,Chicago,P,In-Store
757,Charlie,62,M,83765,19/03/2020,21,chicago,,1
851,Alice,144,female,67748,21/12/2019,,New York,Platinum,3
923,Alice,63,female,500000,06/08/2018,303,Chicago,S,3
43,Bob,115,male,59470,18/07/2020,483,chicago,S,In-Store
310,Alice,26,female,87873,08/01/2023,6019,losangeles,S,3
815,Alice,-2,f,"30,000",04/01/2023,,NYC,P,Online
968,,-7,male,500000,19/02/2023,427,Chicago,S,2
137,Charlie,,M,88066,20/09/2019,104,NYC,gold,3
829,david,60,F,50k,13/09/2019,315,Los Angeles,G,3
50,Bob,35,F,73781,17/07/2018,175,losangeles,SILVER,Mobile
826,Charlie,,M,38564,"Mar 05, 2018",304,newyork,P,Mobile
732,Alice,38,F,85251,16/01/2019,213,NYC,Platinum,Online
70,david,45,M,52029,15/07/2020,442,losangeles,SILVER,3
76,alice,,F,"30,000",2021-13-40,$120,New York,Gold,1
759,FRANK,,female,67109,"May 08, 2021",446,NYC,Gold,1
560,Alice,,female,31701,07/02/2020,16,Chicago,Gold,1
694,alice,,F,69516,22/06/2021,€100,LA,Platinum,3
751,alice,,Male,50k,30/04/2021,132,newyork,,1
913,Alice,105,M,91423,24/06/2023,407,Chicago,P,Online
10,Alice,70,male,-10000,21/12/2019,2944,NYC,S,1
683,,127,f,54774,27/08/2020,102,New York,,In-Store
241,Alice,,F,70K,26/04/2022,72,chicago,Platinum,1
471,Alice,,male,71252,"Apr 17, 2021",36,New York,,3
912,Eve,38,male,70K,03/11/2021,5338,Los Angeles,G,In-Store
654,Eve,91,male,60543,18/02/2020,9920,Los Angeles,SILVER,3
863,Alice,63,Male,25387,04/04/2022,4201,losangeles,Gold,In-Store
238,,98,Male,"30,000",18/01/2021,415,New York,S,2
895,Charlie,,,36116,23/01/2022,491,LA,gold,1
598,Bob,26,female,79641,"Mar 15, 2022",428,newyork,Platinum,In-Store
666,Bob,59,f,70K,19/08/2020,164,LA,Platinum,Online
247,Charlie,64,f,34442,05/02/2021,463,Los Angeles,S,Online
700,david,,M,85395,2021-13-40,119,NYC,SILVER,Online
635,david,24,F,50k,20/09/2018,241,Los Angeles,S,In-Store
129,Eve,72,F,-10000,29/06/2020,7760,newyork,gold,In-Store
625,FRANK,35,F,88575,"Aug 06, 2020",346,LA,G,Online
81,Eve,41,F,93156,05/03/2020,$120,LA,G,Online
950,,54,f,50k,29/08/2018,474,NYC,SILVER,3
55,Bob,,M,83809,"Jul 14, 2020",1296,Los Angeles,SILVER,3
185,FRANK,64,F,28469,"Mar 23, 2018",283,New York,SILVER,2
169,,,F,22043,23/05/2020,2998,New York,gold,Mobile
25,alice,,M,500000,07/06/2023,£90,LA,,2
926,david,,f,57095,2021-13-40,480,NYC,P,Mobile
423,david,,female,50k,08/05/2022,82,Chicago,SILVER,In-Store
251,Eve,,Male,84011,"Mar 31, 2018",50,NYC,Gold,1
338,Bob,42,F,20667,28/11/2019,383,New York,G,Mobile
442,Alice,,Male,66170,29/06/2020,,losangeles,Silver,2
384,Bob,27,Male,50k,13/10/2018,$120,Los Angeles,Silver,In-Store
85,,3,F,52955,23/04/2023,,New York,,In-Store
301,,,female,65903,21/01/2020,172,newyork,Platinum,In-Store
58,,104,male,85797,"Dec 11, 2020",117,NYC,,1
466,alice,58,male,"30,000",06/08/2018,427,losangeles,Platinum,1
48,Alice,26,,31272,26/07/2019,5577,NYC,Gold,3
908,Alice,57,F,38696,14/05/2020,231,Chicago,,2
307,Charlie,117,M,76629,"Jun 23, 2019",,chicago,Silver,1
726,Bob,,,50k,04/11/2020,€100,losangeles,S,Online
171,alice,49,,48686,29/11/2022,442,Chicago,P,2
455,,111,f,82020,28/11/2018,9160,LA,Gold,In-Store
415,FRANK,44,M,52601,23/09/2021,67,Chicago,gold,3
285,Bob,56,female,"30,000","Jan 23, 2021",$120,Los Angeles,P,2
649,Alice,130,f,75386,05/09/2020,3680,Los Angeles,Gold,2
101,david,,F,32863,06/09/2021,1414,losangeles,Silver,1
445,david,70,f,59586,26/08/2018,,Los Angeles,Platinum,1
93,alice,29,f,70K,"Oct 29, 2018",417,LA,Silver,3
233,Eve,59,M,93912,2021-13-40,458,NYC,Gold,3
897,Alice,,f,62268,03/05/2018,123,NYC,SILVER,3
701,Bob,144,Male,50k,"Sep 25, 2021",€100,New York,SILVER,Online
958,Eve,39,f,50k,"Jan 19, 2018",$120,losangeles,G,3
241,Alice,24,F,37785,"Oct 08, 2018",8044,New York,Silver,In-Store
71,Charlie,,F,92651,29/10/2022,359,NYC,,1
633,FRANK,,f,59460,22/01/2019,218,LA,Platinum,Online
37,Alice,68,male,31219,15/03/2019,109,chicago,Gold,Mobile
214,david,138,male,94273,06/02/2021,$120,Chicago,G,3
146,Charlie,13,F,70K,18/09/2018,152,LA,Gold,3
946,,84,Male,,20/05/2018,340,newyork,S,Mobile
642,Bob,7,,69278,29/05/2018,483,chicago,Gold,2
325,Eve,6,M,32588,23/03/2022,6850,Chicago,,Mobile
883,Charlie,48,f,89018,11/01/2020,426,NYC,,1
457,david,60,f,-10000,12/04/2020,£90,losangeles,Silver,2
216,,,f,86036,"Mar 29, 2018",22,chicago,Gold,In-Store
337,FRANK,,Male,"30,000",26/02/2018,176,Los Angeles,SILVER,Online
503,,,f,81391,"Mar 22, 2023",9505,losangeles,gold,2
140,Charlie,64,f,76055,26/05/2021,1747,losangeles,Silver,Mobile
345,Bob,,f,1000000,18/09/2018,22,NYC,SILVER,1
710,FRANK,,male,80461,07/06/2022,257,newyork,Gold,Mobile
615,Alice,,M,93257,28/03/2022,3919,NYC,Platinum,2
347,Bob,149,female,75170,"Dec 03, 2020",43,chicago,gold,3
552,,,F,38426,03/06/2018,105,chicago,P,Online
289,david,,f,70K,04/05/2020,247,losangeles,P,Online
77,Bob,117,male,96064,13/12/2021,4192,NYC,P,In-Store
291,FRANK,,M,,"Mar 23, 2018",227,newyork,G,In-Store
226,,32,male,36682,30/07/2019,319,Los Angeles,SILVER,Mobile
420,FRANK,18,female,"30,000","Feb 22, 2023",126,losangeles,S,2
148,Alice,47,female,70K,"Jan 01, 2021",3022,chicago,G,Mobile
86,Eve,,f,71466,18/10/2022,400,NYC,,Online
16,alice,44,,72814,01/03/2020,280,losangeles,SILVER,2
848,alice,,male,50k,06/07/2018,2422,losangeles,gold,In-Store
847,david,69,Male,-10000,27/12/2020,$120,LA,Silver,Mobile
786,FRANK,,Male,500000,"Jul 04, 2019",111,newyork,S,Online
451,,36,,27168,02/05/2021,111,Chicago,Platinum,3
229,,,Male,34031,"Jan 30, 2023",328,New York,SILVER,Online
340,Charlie,53,f,97901,05/03/2021,189,chicago,,Online
605,,75,f,58086,20/09/2019,275,newyork,Gold,Online
199,Bob,,F,70K,26/11/2020,100,Los Angeles,SILVER,Mobile
130,Eve,19,F,27977,09/05/2021,317,Chicago,S,Mobile
917,david,,f,96626,21/01/2019,4055,New York,Gold,1
863,Bob,48,female,"30,000","Nov 10, 2021",8940,newyork,P,Online
182,Bob,24,Male,46878,"Nov 05, 2021",186,LA,Silver,1
20,Eve,150,female,,"Feb 06, 2021",378,LA,S,Mobile
680,Charlie,75,male,93668,05/08/2020,325,Chicago,Platinum,2
543,,,F,500000,"Jan 20, 2022",433,losangeles,P,3
391,Charlie,123,male,40286,"Feb 26, 2019",4493,LA,SILVER,3
854,,,,60749,19/08/2021,85,Chicago,,3
806,FRANK,52,F,83564,13/03/2020,87,chicago,Gold,3
763,FRANK,74,M,"30,000",25/03/2023,8253,chicago,S,Online
303,Bob,28,f,35035,"Oct 27, 2018",368,newyork,P,2
45,Bob,76,M,20004,02/06/2019,4114,New York,Silver,Online
421,Alice,58,female,99140,2021-13-40,,losangeles,SILVER,In-Store
795,Eve,145,female,88134,"Jan 22, 2019",3855,NYC,Gold,2
21,alice,29,f,52401,"Jul 20, 2020",157,chicago,S,3
398,FRANK,,F,33579,11/05/2020,446,NYC,,2
335,Eve,-2,female,500000,25/05/2020,£90,New York,Gold,2
98,Bob,12,M,,02/09/2020,410,chicago,G,3
551,Charlie,85,f,1000000,02/09/2018,125,Los Angeles,Platinum,3
686,Bob,,F,35966,11/01/2020,126,New York,Gold,3
330,Charlie,37,,73026,"May 24, 2018",228,chicago,G,Online
445,,41,f,500000,"Jan 01, 2021",269,NYC,SILVER,Mobile
387,alice,,,91659,16/07/2018,27,losangeles,SILVER,Mobile
929,,,Male,77557,2021-13-40,€100,Chicago,G,3
312,Bob,38,Male,"30,000","Nov 23, 2019",474,LA,Gold,Online
869,Alice,124,f,76669,08/05/2019,292,chicago,Silver,Online
644,Bob,67,female,22838,"May 21, 2021",$120,Los Angeles,gold,Mobile
354,FRANK,,,38571,26/12/2019,,chicago,S,Online
496,Bob,61,,50k,"Feb 07, 2021",209,New York,,Mobile
552,FRANK,-1,M,87045,18/12/2018,9156,Los Angeles,G,In-Store
994,,42,,,16/06/2021,401,NYC,S,Online
5,Alice,18,male,82411,"Jul 06, 2018",,chicago,,Mobile
365,Eve,61,M,1000000,13/09/2018,434,losangeles,SILVER,1
676,,39,f,33109,12/04/2020,205,LA,Gold,1
594,,,male,70K,02/06/2021,60,Los Angeles,P,2
960,Bob,65,f,56068,23/02/2023,261,New York,Silver,Mobile
57,david,,F,70570,07/01/2018,89,newyork,SILVER,Online
767,Charlie,31,f,80812,10/06/2020,61,chicago,G,3
290,,63,M,75683,21/04/2019,340,LA,Gold,In-Store
3,Charlie,71,Male,23666,16/04/2020,,NYC,Silver,Mobile
887,Charlie,20,male,79910,22/02/2022,467,LA,gold,In-Store
520,Eve,30,,93952,18/03/2022,,losangeles,P,2
18,Eve,,F,21444,"Apr 16, 2022",3996,chicago,P,3
349,Eve,53,Male,70K,10/10/2021,449,newyork,P,3
425,alice,128,Male,78258,"Nov 28, 2022",£90,Chicago,SILVER,Online
809,Charlie,71,Male,66494,19/10/2020,8122,New York,,Mobile
910,Bob,,,81329,27/05/2021,283,newyork,Platinum,2
283,Charlie,33,f,1000000,11/12/2021,409,newyork,P,3
72,,146,F,40750,02/12/2021,254,losangeles,S,In-Store
596,Eve,52,female,85619,07/04/2020,176,LA,S,1
729,,-3,F,,25/12/2019,€100,Chicago,gold,Mobile
521,Eve,61,f,65722,"Jan 04, 2022",84,Chicago,SILVER,1
535,alice,42,M,,17/02/2020,120,newyork,gold,Mobile
